session_id,target
1,8.297868798068554e-05
2,1.2720875443443266e-07
3,1.4156833708415123e-07
4,1.3964003334653059e-08
5,7.886431117566597e-05
6,1.1649478792462659e-05
7,0.0024125342649930024
8,0.0006270354463133743
9,7.000146443259473e-05
10,0.0023259347803257194
11,8.219375602499181e-05
12,7.771276994335526e-06
13,2.0161348132116365e-05
14,0.016607384429948767
15,0.00034984242930966285
16,0.00015191543655945178
17,0.026302124058067942
18,3.0942292244912347e-06
19,0.002965221952700746
20,4.2737157292236147e-07
21,0.09542056452732817
22,3.649074198295702e-08
23,0.00011329218991183945
24,0.00012349738624881454
25,0.10005946841744036
26,1.2819091443351818e-07
27,3.942901283198657e-05
28,7.200422837898102e-08
29,0.03080970290309913
30,0.0003604284935233703
31,0.026493921322621548
32,0.06406448657878719
33,3.432046248474688e-05
34,8.094197204672377e-07
35,0.02619442095660537
36,0.0009580328405799759
37,1.2748019389364657e-09
38,1.3653239691225475e-07
39,0.0003604284935233703
40,3.089110423078288e-06
41,0.0017691794654639307
42,0.0001710454608253381
43,1.653178960278491e-05
44,4.2060632676455503e-05
45,0.20390295199110234
46,4.104631381632684e-05
47,0.0003169277635805768
48,1.4637652756070371e-05
49,8.899077694716834e-05
50,1.0586338728757113e-06
51,2.815691842134216e-08
52,3.65561173554354e-05
53,0.049814418712052506
54,0.0002837874151103705
55,1.9014959264317344e-05
56,0.0003581204887947334
57,2.3460199542391197e-07
58,2.7721556522406615e-06
59,2.597120525538242e-06
60,5.644629829035016e-07
61,9.429990434023428e-07
62,0.00019366892105127619
63,1.5376861396811084e-06
64,7.677538109380821e-05
65,3.1100618907327603e-06
66,9.089261370301703e-07
67,4.4218852991481385e-05
68,0.0004699173064874168
69,0.1244665655426531
70,1.600812029258406e-05
71,0.0007832250431958213
72,0.0001987303426725852
73,0.00536566634747305
74,9.735765220422036e-06
75,0.00011485801836957511
76,0.001422328679908259
77,0.0007354850819708044
78,0.0040854287710949
79,3.3326056098662356e-05
80,6.111510571331223e-06
81,8.962938933219608e-06
82,2.027770489424349e-05
83,1.0286792269269138e-08
84,0.621655681540583
85,6.972222088132963e-05
86,1.2582790992137382e-06
87,0.004290136971440558
88,0.0011287223546588882
89,0.0014708132145951963
90,0.07897723832295134
91,1.3419874452336164e-05
92,6.139064255466961e-07
93,0.020194443140004063
94,0.00010006630422581517
95,0.005754582138378795
96,1.669713298080303e-07
97,0.00029413727088270047
98,4.590093722508056e-06
99,2.89471890783386e-06
100,0.00023691366189473683
101,4.3324614525608196e-05
102,0.008940397150007752
103,0.00012854211986356272
104,0.0001733219906154364
105,1.4003462469532523e-05
106,2.269847867858658e-05
107,0.00011883134754501943
108,8.986021460874378e-05
109,1.8643176128425202e-06
110,1.0440382284702819e-05
111,0.0005717845401728455
112,4.496299706837965e-08
113,0.00034859132839724764
114,6.61265938902466e-07
115,1.4603883366983663e-05
116,3.4122111506457865e-05
117,0.00014984757404927263
118,0.010316490071721456
119,0.00022870461874346132
120,0.0005125117262405024
121,2.556952317220592e-06
122,4.71103538185785e-06
123,2.9663161156447403e-05
124,1.4531998059886041e-05
125,0.003156301413675833
126,3.8852276852883684e-07
127,4.3797344548062255e-08
128,3.282984439132126e-05
129,0.005795174790045057
130,0.005255066078556507
131,0.0004194172179961866
132,0.0024125342649930024
133,0.001678368501126315
134,1.4947492151747518e-05
135,2.8935915977897466e-07
136,7.677538109380821e-05
137,3.2670770383938104e-05
138,0.0035580745294081163
139,6.038760801390008e-07
140,4.90084538887827e-05
141,2.0629903480906e-08
142,2.714042300768186e-05
143,1.995647217264809e-05
144,0.0028979444524377066
145,2.0596419727483247e-07
146,0.0005306160778653115
147,5.017561973334364e-05
148,0.0015505493808366233
149,0.0023734726955963728
150,0.11343498744519356
151,2.51164023546114e-07
152,0.049009254936924984
153,9.396547880932467e-05
154,0.00012504862334011095
155,9.875643525269191e-05
156,3.313420830853676e-06
157,5.975937155276883e-06
158,7.677538109380821e-05
159,3.855066637452205e-05
160,7.62763436750391e-06
161,0.003287823301871537
162,0.00012033147178215658
163,0.0004065432480028077
164,0.005376179433079694
165,3.7444257219616094e-07
166,2.1268294691300574e-06
167,0.012533524042664322
168,0.0023734726955963728
169,0.0015731044374306582
170,0.0005193333486901286
171,0.0029391049420468386
172,0.0005276609834702797
173,0.00019814199344723866
174,0.0007120103199185512
175,0.1793786601794286
176,0.0018113526190988278
177,0.012824358295661985
178,1.4055618060994428e-06
179,7.074971739412694e-05
180,0.0008476598152879393
181,4.718820852087537e-05
182,0.0019757715163514064
183,8.575394922723562e-06
184,4.7375915312777584e-05
185,3.082774269166707e-05
186,0.00011900997670973396
187,1.648437159213441e-07
188,2.6273427731524637e-07
189,0.004008716394815534
190,4.996920858309722e-05
191,2.9746236916322396e-05
192,1.902503246466819e-05
193,0.002147317497402847
194,0.0011509703244405858
195,1.1593472843900647e-05
196,2.9606945499295898e-06
197,0.0005728741663895205
198,0.0045231022193944394
199,0.02453371941692815
200,2.4817936444531786e-06
201,4.104631381632684e-05
202,0.03892530380167218
203,2.3996161254213397e-07
204,6.653832821306864e-05
205,0.00575673469371277
206,1.3672627790813543e-10
207,0.00017561254833002877
208,0.0017284912098612876
209,9.209733611367433e-07
210,0.003947789443961155
211,0.0007540528639655663
212,0.014343506122498057
213,4.105534722914572e-06
214,0.03156967058622093
215,0.001759170845121617
216,0.006593829043916731
217,0.043078970707881775
218,0.0015731044374306582
219,0.00042207836501440823
220,0.0014147158253534967
221,0.0020468292239318757
222,2.2680719279231716e-05
223,0.03498699528430436
224,0.0015731044374306582
225,0.05225310551887032
226,0.007994936837602423
227,0.0010121551225550337
228,1.3940366838489573e-05
229,6.805733900125067e-06
230,0.0009311425717884075
231,2.6984298499492415e-05
232,1.156746699585134e-05
233,1.925654618742532e-06
234,0.01036386207348362
235,9.541631309431046e-05
236,0.0001208970184002358
237,0.0014239460399440163
238,0.0024125342649930024
239,0.0003604284935233703
240,0.007927467027548875
241,4.7375915312777584e-05
242,4.1141135359171635e-09
243,2.6548558986595063e-09
244,3.5353533589139452e-06
245,0.00019871551851873592
246,9.482113370334013e-06
247,0.08348273279723026
248,0.0005095981473636247
249,1.2597883970915809e-05
250,0.00040511174639781166
251,0.10336734662279512
252,1.1019856398192964e-05
253,9.419630369717641e-06
254,0.0011650135732895232
255,0.00029519065855709387
256,7.519386738983797e-09
257,0.00014405325030073462
258,0.00955459733524222
259,0.003500279237408749
260,0.0012671303995943283
261,0.00014397609932828218
262,0.001068266332335879
263,0.00029214852266529353
264,0.0023734726955963728
265,4.536220352433489e-05
266,5.01386552350372e-07
267,7.748844313920289e-12
268,6.641656440370209e-05
269,0.000489738097220163
270,0.00027641458532868336
271,1.2687200632122964e-06
272,2.1043409286877415e-05
273,1.386561897012721e-06
274,0.0028400628580027387
275,0.005215376123864014
276,2.4986958021033264e-07
277,0.001444649359788349
278,0.016546516429345345
279,3.2084153196546907e-06
280,0.002699204346114159
281,2.8559606654537212e-05
282,0.00015189451628484197
283,0.0025031598363071342
284,3.3793754905262447e-05
285,6.85658030610875e-06
286,8.081201113953196e-09
287,0.0019450655319056852
288,2.6277572394125236e-07
289,0.0007442312842590196
290,1.9208558763830115e-06
291,0.0024439105775453454
292,0.0009257276902113858
293,0.004905691807527466
294,0.00014471240589154183
295,6.710776722952077e-06
296,8.691538180510289e-06
297,3.419575449306839e-05
298,2.3534127878123e-06
299,7.682738361440149e-08
300,6.263893741945377e-06
301,3.1100618907327603e-06
302,7.588802679236485e-05
303,9.247268549152018e-07
304,0.022179773414978236
305,0.09088910691917858
306,2.5490030128448967e-06
307,0.003099747393558288
308,6.150311851244602e-05
309,0.0023991986896476068
310,3.267880598410898e-06
311,0.0064158671525127425
312,0.015889475749341284
313,0.0002822877010473459
314,6.312647635274886e-06
315,8.520749992332652e-05
316,9.787920185166997e-06
317,0.0037772290941485076
318,5.7089460397128e-06
319,7.862463960873306e-06
320,0.00016921525509199143
321,0.00465532732614591
322,4.738831917796096e-06
323,4.418450297967196e-06
324,0.018706819938324435
325,0.014570658410295138
326,0.0035521385342470574
327,0.00022028737829244685
328,0.0029404757840581016
329,7.62763436750391e-06
330,1.0445198987079943e-06
331,0.02284355549648316
332,0.0005553564422709193
333,0.422929071875598
334,5.103809993381995e-06
335,1.936032784343907e-05
336,5.3795090529956066e-05
337,0.03978306763233937
338,0.018779410766003438
339,7.979269695241042e-06
340,0.00407124600030911
341,7.024061671271886e-07
342,0.004163904601657117
343,0.00235008981064598
344,0.010661225634097127
345,0.0007569781435021649
346,0.00010918792424464755
347,0.4968738485964543
348,9.278401988402158e-07
349,2.0561801349228848e-07
350,0.01450037954619814
351,0.0007671628181281262
352,0.002721061839200002
353,0.044867083163123156
354,0.0007745717737075071
355,0.005491558121117699
356,0.0002333880216657331
357,0.00015064208330929928
358,9.735765220422036e-06
359,0.007510967590750369
360,2.0138247318522367e-05
361,0.0016072137781306171
362,0.0014715802881283518
363,7.764012091597037e-05
364,0.0009033196665494202
365,1.6025536488879247e-09
366,8.356900428230545e-10
367,6.305926151034398e-08
368,0.008752921079685354
369,0.005610713114097961
370,8.184629984015243e-06
371,0.0024125342649930024
372,8.312115742032488e-07
373,3.9878604231695526e-07
374,3.19168493648115e-08
375,3.303349692961892e-05
376,0.0029301206534039976
377,0.00044122059690618684
378,2.5364097312489847e-07
379,7.048999568608356e-07
380,3.282984439132126e-05
381,0.000914337095137679
382,0.004279894106133595
383,1.8437314855762678e-05
384,6.855493068627514e-05
385,0.0018626417549936266
386,0.00017590584609935374
387,0.0011972181180245722
388,0.002553098408535148
389,4.737218630099767e-06
390,1.332491149877065e-05
391,5.2940652035272513e-05
392,0.0005207986399381506
393,5.115849864080771e-05
394,2.3002326607106605e-06
395,1.2543969511136019e-05
396,0.0003272513404171135
397,9.824250075529557e-06
398,0.0003386618029159466
399,1.5939066585467453e-09
400,6.32873780506598e-05
401,2.0377597507401871e-07
402,0.00010855901956216125
403,6.182480158729217e-05
404,0.12592946416371156
405,0.00022147101727789504
406,0.014489753644841686
407,6.30339274681314e-05
408,1.420683642451295e-06
409,0.002882408739453828
410,0.00010998727480566582
411,1.278584081653061e-06
412,1.7615497412048192e-05
413,0.0011661073398487212
414,1.405666555956155e-05
415,2.2727101048329494e-08
416,5.020281233443451e-05
417,0.003889771965821816
418,2.206927692507477e-07
419,1.127251943990231e-06
420,0.00027925262564300124
421,0.002586578441221891
422,0.0024125342649930024
423,1.2778906534052397e-05
424,4.4681583582554915e-05
425,1.7706030459981463e-09
426,0.8503093517308736
427,2.4105358514103225e-05
428,3.38308728362297e-10
429,0.001681080985456778
430,7.62763436750391e-06
431,1.002294290817353e-06
432,0.009752346311007472
433,9.730538681151882e-06
434,0.0010336948790629157
435,7.4342775977743694e-06
436,0.00031292514374621554
437,0.00010473078169419748
438,8.212972371604572e-05
439,7.409662319440136e-05
440,1.9367408884619437e-08
441,2.21190921976143e-05
442,3.366501091479942e-06
443,1.7817037139790372e-06
444,1.8036232227894458e-05
445,0.00025203289923164034
446,0.002603684404353824
447,1.4275074435266588e-05
448,0.02371983083988132
449,0.0002472133675600269
450,0.00026715526789855424
451,0.0005928546467091642
452,0.00016526390649171805
453,0.00042727409388408096
454,2.6977551137009304e-07
455,7.2806000007247945e-06
456,1.9786401907739616e-05
457,2.3865887134511118e-05
458,0.00017970123873897972
459,2.959912116925478e-05
460,0.13401188226150715
461,3.282984439132126e-05
462,2.941732721370731e-07
463,6.102463284255951e-08
464,5.17533525586602e-05
465,0.004718634861805537
466,3.331929602059188e-05
467,0.00022402112445499725
468,5.0053218892889034e-05
469,0.00012162447636429694
470,0.00026478174551152617
471,0.014452500020579545
472,4.3579009539933065e-07
473,0.0015731044374306582
474,2.6318002387390527e-08
475,0.022140310174196313
