session_id,target
1,4.691573212133597e-05
2,4.113935367658714e-08
3,3.837035704361211e-08
4,1.369704937899784e-09
5,4.515312161661524e-05
6,5.748702670031177e-06
7,0.0017056304469843695
8,0.00035812175565489514
9,4.230359582646707e-05
10,0.0018479128739190625
11,4.1356925139722366e-05
12,3.914386782210937e-06
13,1.1404586786625472e-05
14,0.014370970586418234
15,0.00018309932558135099
16,0.00010889637191007852
17,0.025482007213354457
18,1.1613582041698312e-06
19,0.0017460956689822067
20,1.7261983916145908e-07
21,0.09516421066982347
22,6.442080095805784e-09
23,5.310464103139324e-05
24,4.393033718282294e-05
25,0.09967615509933077
26,1.082042955631646e-08
27,1.921182143220687e-05
28,1.3348664104318548e-08
29,0.02912245975558339
30,0.00022487117237456498
31,0.02415354877367379
32,0.06423754542773623
33,1.827045422848513e-05
34,1.992011779271893e-07
35,0.02278848408899779
36,0.0008709946840202051
37,1.3669074785109975e-10
38,4.052269744186755e-08
39,0.00022487117237456498
40,1.5602149082636464e-06
41,0.001119305232886059
42,0.00011610492467380401
43,5.303116826967391e-06
44,2.1134359843963683e-05
45,0.25836945992647947
46,1.941746926232004e-05
47,0.00022689135311025727
48,8.014362530288089e-06
49,3.774100313690697e-05
50,3.0926365993898366e-07
51,4.936741108513495e-09
52,1.3573436760321081e-05
53,0.05005397183852642
54,0.00016397208707447078
55,4.6594071578987395e-06
56,0.00014689282924535042
57,5.781014191685555e-08
58,8.435678528237041e-07
59,1.3004422589207842e-06
60,2.5941424393057533e-07
61,2.7793982852649765e-07
62,0.00011801007040571158
63,5.934680932171333e-07
64,2.2585559688592037e-05
65,1.564650550097904e-06
66,3.6921029777123734e-07
67,1.8811567417831244e-05
68,0.00025387034418376727
69,0.1238840943080514
70,8.395679996598807e-06
71,0.0005473150008228917
72,0.00012589542613056256
73,0.0033084437408712306
74,3.9831691085212365e-06
75,6.680957832241359e-05
76,0.0008143704012658891
77,0.0003991017280346779
78,0.003318481050284581
79,1.1934151701776434e-05
80,3.8741823796742076e-06
81,3.6528220871819962e-06
82,7.212036270025248e-06
83,1.1996950391585265e-09
84,0.6555519110290468
85,3.0230581712596763e-05
